ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-94,https://twitter.com/CarreyDaily/status/1395024447375962115,@CarreyDaily,Carrey Daily,Identified,@MerceM13 @smninews Ganun ba? Eh pqkisabi Kay panot at trillanes na mamigay nmn sila sa pamimigay nila Ng scarborough shoal sa china..wag m baligtarin Ang kwento..ah sabagay bayad ka nga pala..LAHAT nmn Ng tagasuporta ng mga dilaw ay mga bayaran Kung Hindi ay mga ulupong,Mercem13 Smninews is that how they tell Panot and Trillanes that they give them a Scarborough Shoal to give the story to the story.,"Reply, Text",2021-05-19 22:32:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,MerceM13 smninews Ganun ba Eh pqkisabi Kay panot at trillanes na mamigay nmn sila sa pamimigay nila Ng scarborough shoal sa chinawag m baligtarin Ang kwentoah sabagay bayad ka nga palaLAHAT nmn Ng tagasuporta ng mga dilaw ay mga bayaran Kung Hindi ay mga ulupong,mercem13 smninews tell panot trillanes give scarborough shoal give story story .,"['mercem13', 'smninew', 'tell', 'panot', 'trillan', 'give', 'scarborough', 'shoal', 'give', 'stori', 'stori', '.']","['mercem13', 'smninews', 'tell', 'panot', 'trillanes', 'give', 'scarborough', 'shoal', 'give', 'story', 'story', '.']"
13-22,https://twitter.com/aybuhay/status/1395271769821388803,@aybuhay,yahneh,Anonymous,@News5PH Daming ulong gugulong dahil nawala ang Scarborough Shoal sa panahon ni PNoy na kagagawan din ni Trillanes. Congress and Senate should have investigated this!,News5PH is a lot of headaches because the Scarborough Shoal disappeared during PNoy's time that Trillanes Congress and Senate should have investigated this,"Text, Reply",2021-05-20 14:54:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,News5PH Daming ulong gugulong dahil nawala ang Scarborough Shoal sa panahon ni PNoy na kagagawan din ni Trillanes Congress and Senate should have investigated this,news5ph lot headaches scarborough shoal disappeared pnoy 's time trillanes congress senate investigated,"['news5ph', 'lot', 'headach', 'scarborough', 'shoal', 'disappear', 'pnoy', ""'s"", 'time', 'trillan', 'congress', 'senat', 'investig']","['news5ph', 'lot', 'headache', 'scarborough', 'shoal', 'disappeared', 'pnoy', ""'s"", 'time', 'trillanes', 'congress', 'senate', 'investigated']"
13-21,https://twitter.com/VictorBusabos/status/1395960618499272706,@VictorBusabos,victor busabos,Identified,"Buhay kapaba abnoy Aquino @noynoyaquino ? Baka my naitabi kapa sa ninakaw mo sa Yolanda finds and yong pagbinta nyo  sa west Philippine sea  @LiberalPH
https://t.co/CadujwsCLJ https://t.co/OD7BpHdRgc",LIFE KAPABA ABNOY AQUINO NOYNOYAQUINO CAN MAKE MY KAPA KAPA IN YOUR FRIENDS IN YOLANDS FINDS AND YONG PEOPLE IN THE WEST PHILIPPINE SEA LIBERALPH,"URL, Image, Text",2021-05-22 12:32:00,0.0,0.0,0.0,1.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,2.611907686353886,0,1,"Buhay kapaba abnoy Aquino noynoyaquino  Baka my naitabi kapa sa ninakaw mo sa Yolanda finds and yong pagbinta nyo  sa west Philippine sea  LiberalPH
 ",life kapaba abnoy aquino noynoyaquino make kapa kapa friends yolands finds yong people west philippine sea liberalph,"['life', 'kapaba', 'abnoy', 'aquino', 'noynoyaquino', 'make', 'kapa', 'kapa', 'friend', 'yoland', 'find', 'yong', 'peopl', 'west', 'philippin', 'sea', 'liberalph']","['life', 'kapaba', 'abnoy', 'aquino', 'noynoyaquino', 'make', 'kapa', 'kapa', 'friend', 'yolands', 'find', 'yong', 'people', 'west', 'philippine', 'sea', 'liberalph']"
13-20,https://twitter.com/GeorgeC67162985/status/1398897234117238785,@GeorgeC67162985,George Calderon,Identified,"@greencross123 Para may saysay yang pangarap nyo atakehin nyo yong island ng China sa West Philippine Sea na pinamigay ni Abnoy Aquino. O kaya habulin nyo ABIASCBN sa DBP loan na hindi bayad, TAXES na hindi tama at yong Mother Ignacia land title kc sa Jusmag dati",Greencross123 To make it mean that you have a dream of China's island in the West Philippine Sea provided by Abnoy Aquino or chasing your ABIASCBN on DBP Loan unpaid taxes that are incorrect and Mother Ignacia Land Title KC in Jusmag previously,"Text, Reply",2021-05-30 15:01:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,greencross123 Para may saysay yang pangarap nyo atakehin nyo yong island ng China sa West Philippine Sea na pinamigay ni Abnoy Aquino O kaya habulin nyo ABIASCBN sa DBP loan na hindi bayad TAXES na hindi tama at yong Mother Ignacia land title kc sa Jusmag dati,greencross123 make mean dream china 's island west philippine sea provided abnoy aquino chasing abiascbn dbp loan unpaid taxes incorrect mother ignacia land title kc jusmag previously,"['greencross123', 'make', 'mean', 'dream', 'china', ""'s"", 'island', 'west', 'philippin', 'sea', 'provid', 'abnoy', 'aquino', 'chase', 'abiascbn', 'dbp', 'loan', 'unpaid', 'tax', 'incorrect', 'mother', 'ignacia', 'land', 'titl', 'kc', 'jusmag', 'previous']","['greencross123', 'make', 'mean', 'dream', 'china', ""'s"", 'island', 'west', 'philippine', 'sea', 'provided', 'abnoy', 'aquino', 'chasing', 'abiascbn', 'dbp', 'loan', 'unpaid', 'tax', 'incorrect', 'mother', 'ignacia', 'land', 'title', 'kc', 'jusmag', 'previously']"
13-19,https://twitter.com/laonglaan_phil/status/1399133353417138179,@laonglaan_phil,Tahanan ng Lahi🇵🇭,Identified,"@ed80665939 @gmanews Si Noynoy ang nagbigay at nagpabaya (sa Scarborough Shoal), iniaasa kay Trillanes ang backdoor talks, tapos si PRRD ang traydor?",Ed80665939 GMANews Noynoy gave and neglected Scarborough Shoal Relying to Trillanes the backdoor talks then PRRD the traitor,"Text, Reply",2021-05-31 06:39:00,0.0,2.0,0.0,0.0,-0.19940174254965867,1.9141916172696114,-0.15170473148451075,-0.14714972880866967,0,1,ed80665939 gmanews Si Noynoy ang nagbigay at nagpabaya sa Scarborough Shoal iniaasa kay Trillanes ang backdoor talks tapos si PRRD ang traydor,ed80665939 gmanews noynoy gave neglected scarborough shoal relying trillanes backdoor talks prrd traitor,"['ed80665939', 'gmanew', 'noynoy', 'gave', 'neglect', 'scarborough', 'shoal', 'reli', 'trillan', 'backdoor', 'talk', 'prrd', 'traitor']","['ed80665939', 'gmanews', 'noynoy', 'gave', 'neglected', 'scarborough', 'shoal', 'relying', 'trillanes', 'backdoor', 'talk', 'prrd', 'traitor']"
13-31,https://twitter.com/Tolentinocarde5/status/1390010410279919619,@Tolentinocarde5,Tolentinocardenas,Identified,@EmpathyAdvocat1 @mikenavallo Bakit may naangkin ba na teritoryo natin ngaung panahon ni duterte wala ni isa kaya kung balikan mo ung nagdaang admin parang ipinamigay nila ung scarborough shoal pinaatras nila ung navy natin d na pinabalik ang kasalanan talaga nito aquino admin.,Empathyadvocat1 Mikenavallo why did we have a territory in Duterte's time without one so if you return to the previous admin as if they had given Scarborough Shoal they had to back off our navy D,Text,2021-06-05 02:28:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,EmpathyAdvocat1 mikenavallo Bakit may naangkin ba na teritoryo natin ngaung panahon ni duterte wala ni isa kaya kung balikan mo ung nagdaang admin parang ipinamigay nila ung scarborough shoal pinaatras nila ung navy natin d na pinabalik ang kasalanan talaga nito aquino admin,empathyadvocat1 mikenavallo territory duterte 's time without one return previous admin given scarborough shoal back navy,"['empathyadvocat1', 'mikenavallo', 'territori', 'dutert', ""'s"", 'time', 'without', 'one', 'return', 'previou', 'admin', 'given', 'scarborough', 'shoal', 'back', 'navi']","['empathyadvocat1', 'mikenavallo', 'territory', 'duterte', ""'s"", 'time', 'without', 'one', 'return', 'previous', 'admin', 'given', 'scarborough', 'shoal', 'back', 'navy']"
13-30,https://twitter.com/DontTryMeTsk/status/1390172425212416009,@DontTryMeTsk,🎋🎍Mitch🎍🎋,Anonymous,"@PsychicPrinces1 Ang previous admin. Sina Carpio, Rosario, Trillanes at Noynoy Aquino ang may kasalanan sa lahat nangyari sa bansa. Bininta nila ang Scarborough shoal, ginigive up ni Ninoy Aquino ang spratley island sa Malaysia. Ang abnoy niyang anak ni si Noynoy may kinalaman sa WPS.",Psychicprinces1 previous admin Carpio Rosario Trillanes and Noynoy Aquino were the culprit in everything that happened in the country They painted Scarborough Shoal Ninoy Aquino was Spratley Island in Malaysia with his son Noynoy regarding WPS,Text,2021-06-05 13:11:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,PsychicPrinces1 Ang previous admin Sina Carpio Rosario Trillanes at Noynoy Aquino ang may kasalanan sa lahat nangyari sa bansa Bininta nila ang Scarborough shoal ginigive up ni Ninoy Aquino ang spratley island sa Malaysia Ang abnoy niyang anak ni si Noynoy may kinalaman sa WPS,psychicprinces1 previous admin carpio rosario trillanes noynoy aquino culprit everything happened country painted scarborough shoal ninoy aquino spratley island malaysia son noynoy regarding wps,"['psychicprinces1', 'previou', 'admin', 'carpio', 'rosario', 'trillan', 'noynoy', 'aquino', 'culprit', 'everyth', 'happen', 'countri', 'paint', 'scarborough', 'shoal', 'ninoy', 'aquino', 'spratley', 'island', 'malaysia', 'son', 'noynoy', 'regard', 'wp']","['psychicprinces1', 'previous', 'admin', 'carpio', 'rosario', 'trillanes', 'noynoy', 'aquino', 'culprit', 'everything', 'happened', 'country', 'painted', 'scarborough', 'shoal', 'ninoy', 'aquino', 'spratley', 'island', 'malaysia', 'son', 'noynoy', 'regarding', 'wps']"
13-29,https://twitter.com/PackandCarryAll/status/1390177658915364866,@PackandCarryAll,AGamboa,Identified,"@toukachan_YT @IpeLustre The fact is Aquino Govt loose the Scarborough shoal to China.

The other fact is, the Aquino Govt didn't do anything when China started to build the artificial Islands from 2012 - 2015. 
3 years of inaction !!! 😬🤦

Sino Traidor?","toukachan_YT IpeLustre The fact is Aquino Govt loose the Scarborough shoal to China

The other fact is the Aquino Govt didnt do anything when China started to build the artificial Islands from 2012  2015 
3 years of inaction  

Sino Traidor","Reply, Text",2021-06-05 13:32:00,3.0,0.0,1.0,0.0,-0.014389816472655784,-0.49865495912065505,0.05899628446619863,-0.14714972880866967,0,1,"toukachan_YT IpeLustre The fact is Aquino Govt loose the Scarborough shoal to China

The other fact is the Aquino Govt didnt do anything when China started to build the artificial Islands from 2012  2015 
3 years of inaction  

Sino Traidor",toukachan_yt ipelustre fact aquino govt loose scarborough shoal china fact aquino govt didnt anything china started build artificial islands 2012 2015 3 years inaction sino traidor,"['toukachan_yt', 'ipelustr', 'fact', 'aquino', 'govt', 'loos', 'scarborough', 'shoal', 'china', 'fact', 'aquino', 'govt', 'didnt', 'anyth', 'china', 'start', 'build', 'artifici', 'island', '2012', '2015', '3', 'year', 'inact', 'sino', 'traidor']","['toukachan_yt', 'ipelustre', 'fact', 'aquino', 'govt', 'loose', 'scarborough', 'shoal', 'china', 'fact', 'aquino', 'govt', 'didnt', 'anything', 'china', 'started', 'build', 'artificial', 'island', '2012', '2015', '3', 'year', 'inaction', 'sino', 'traidor']"
13-92,https://twitter.com/gullwingcat/status/1406046638532005897,@gullwingcat,🇺🇸🇵🇭,Identified,"@Lynching7 You mean sino ba kakampi ni Trillanes? Nag nag nakaw ng Scarborough shoal,",Lynching7 You mean who is Trillanes' ally he stole Scarborough Shoal,Text,2021-06-19 08:30:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Lynching7 You mean sino ba kakampi ni Trillanes Nag nag nakaw ng Scarborough shoal,lynching7 mean trillanes ' ally stole scarborough shoal,"['lynching7', 'mean', 'trillan', ""'"", 'alli', 'stole', 'scarborough', 'shoal']","['lynching7', 'mean', 'trillanes', ""'"", 'ally', 'stole', 'scarborough', 'shoal']"
13-18,https://twitter.com/gullwingcat/status/1407588058875273216,@gullwingcat,🇺🇸🇵🇭,Anonymous,"@bernallene Remove all walls of PNR Rest Rooms, make EDSA parking lot again, sell more drugs on the streets, make LRT MRT unreliable again, sell another island to China like what trillanes and Aquino did to Scarborough Shoal…",bernallene Remove all walls of PNR Rest Rooms make EDSA parking lot again sell more drugs on the streets make LRT MRT unreliable again sell another island to China like what trillanes and Aquino did to Scarborough Shoal,"Reply, Text",2021-06-23 14:35:00,2.0,0.0,0.0,0.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,bernallene Remove all walls of PNR Rest Rooms make EDSA parking lot again sell more drugs on the streets make LRT MRT unreliable again sell another island to China like what trillanes and Aquino did to Scarborough Shoal,bernallene remove walls pnr rest rooms make edsa parking lot sell drugs streets make lrt mrt unreliable sell another island china like trillanes aquino scarborough shoal,"['bernallen', 'remov', 'wall', 'pnr', 'rest', 'room', 'make', 'edsa', 'park', 'lot', 'sell', 'drug', 'street', 'make', 'lrt', 'mrt', 'unreli', 'sell', 'anoth', 'island', 'china', 'like', 'trillan', 'aquino', 'scarborough', 'shoal']","['bernallene', 'remove', 'wall', 'pnr', 'rest', 'room', 'make', 'edsa', 'parking', 'lot', 'sell', 'drug', 'street', 'make', 'lrt', 'mrt', 'unreliable', 'sell', 'another', 'island', 'china', 'like', 'trillanes', 'aquino', 'scarborough', 'shoal']"
13-146,https://twitter.com/DerikTiu/status/1408299417430478852,@DerikTiu,roronoa,Identified,@iamkarendavila paano? dahil sa arbitral case which is a trash? pero binigay ang scarborough shoal thru trillanes!?,iamkarendavila how due to the arbitral case which is a trash but the Scarborough Shoal thru Trillanes was given,"Reply, Text",2021-06-25 13:42:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,iamkarendavila paano dahil sa arbitral case which is a trash pero binigay ang scarborough shoal thru trillanes,iamkarendavila due arbitral case trash scarborough shoal thru trillanes given,"['iamkarendavila', 'due', 'arbitr', 'case', 'trash', 'scarborough', 'shoal', 'thru', 'trillan', 'given']","['iamkarendavila', 'due', 'arbitral', 'case', 'trash', 'scarborough', 'shoal', 'thru', 'trillanes', 'given']"
13-145,https://twitter.com/Dodong_gwapo01/status/1408323331237978112,@Dodong_gwapo01,Alyas Dodong Gwapo,Anonymous,"FACTS:
16x pumunta si Trillanes sa China for negotiation at ang end result ay nawala ang Scarborough Shoal sa Pilipinas. Sinabi ni PNoy sa Yolanda Survivor na ""E Buhay ka pa naman diba?"". Yan ba ang empathy? Hindi #FakeNews ang 10k+ na kataong namatay sa #Yolanda2013. KAPAL MO! https://t.co/796gIjaxsa","Facts
16x Trillanes goes to China for negotiation and the end result is lost Scarborough Shoal in the Philippines PNoy told Yolanda Survivor that you are still alive.","Image, Text",2021-06-25 15:17:00,27.0,2.0,11.0,1.0,1.4657055921433673,1.9141916172696114,2.1660064439732922,2.611907686353886,1,0,"FACTS
16x pumunta si Trillanes sa China for negotiation at ang end result ay nawala ang Scarborough Shoal sa Pilipinas Sinabi ni PNoy sa Yolanda Survivor na E Buhay ka pa naman diba Yan ba ang empathy Hindi FakeNews ang 10k na kataong namatay sa Yolanda2013 KAPAL MO ",facts 16x trillanes goes china negotiation end result lost scarborough shoal philippines pnoy told yolanda survivor still alive .,"['fact', '16x', 'trillan', 'goe', 'china', 'negoti', 'end', 'result', 'lost', 'scarborough', 'shoal', 'philippin', 'pnoy', 'told', 'yolanda', 'survivor', 'still', 'aliv', '.']","['fact', '16x', 'trillanes', 'go', 'china', 'negotiation', 'end', 'result', 'lost', 'scarborough', 'shoal', 'philippine', 'pnoy', 'told', 'yolanda', 'survivor', 'still', 'alive', '.']"
13-17,https://twitter.com/JohnDuterte10/status/1409171564130488323,@JohnDuterte10,JanDuterte,Identified,Gimik nanaman Ng mga AQUINO eh Noh. Juskoooo! Never forget the Scarborough shoal na ibinenta nyo! Kahit kamatayan nyo. Di Yun mababayaran!!!! Mga tanga.,Gimmicks naman ng aquino eh noh juskoooo never forget the scarborough shoal you sold even if your death is not paid fools,Text,2021-06-27 23:27:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Gimik nanaman Ng mga AQUINO eh Noh Juskoooo Never forget the Scarborough shoal na ibinenta nyo Kahit kamatayan nyo Di Yun mababayaran Mga tanga,gimmicks naman ng aquino eh noh juskoooo never forget scarborough shoal sold even death paid fools,"['gimmick', 'naman', 'ng', 'aquino', 'eh', 'noh', 'juskoooo', 'never', 'forget', 'scarborough', 'shoal', 'sold', 'even', 'death', 'paid', 'fool']","['gimmick', 'naman', 'ng', 'aquino', 'eh', 'noh', 'juskoooo', 'never', 'forget', 'scarborough', 'shoal', 'sold', 'even', 'death', 'paid', 'fool']"
